file,delta,error_type,direction
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,2,severe,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-2,severe,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,-2,severe,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-2,severe,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-2,severe,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-2,severe,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,1,minor,over
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,0,exact,none
evaluations_few_by_chapter.csv,-1,minor,under
